timestamp,sat_id,X_Error,Y_Error,Z_Error,Clock_Error,X_Error_actual,Y_Error_actual,Z_Error_actual,Clock_Error_actual
2024-01-08,G01,1.0585427,0.1877947,0.7265736,44181.63,0.6588955726474524,-0.5949241062626243,1.9532406330108645,29797.22109634501
2024-01-08,G02,-0.08143567,0.050111208,-0.057339504,-156387.36,-2.163533454760909,4.608423871919513,-3.5259593054652214,-155670.89166497308
2024-01-08,G03,0.0997851,-0.030047372,0.9249051,35668.4,-3.0647354498505592,-0.5371871627867222,-0.3535242062062025,42367.4584563268
2024-01-08,G04,-0.07104048,0.19059174,-0.033738397,73689.08,-0.0073913447558879,0.8400554546387866,0.294385502114892,71445.84404979317
2024-01-08,G05,-1.2303495,1.344514,0.8104967,-52299.504,-1.7079519517719746,1.1307859405642375,0.599754948168993,-50285.95694214168
2024-01-08,G06,0.17886138,0.054263994,0.15740041,132708.05,0.3016754230484366,3.5878422260284424,-2.657292823074385,128372.94969035784
2024-01-08,G07,0.3001603,0.04547723,0.37919828,8033.6055,-0.909481824375689,-0.7615561410784721,1.228287061676383,1603.2504977919148
2024-01-08,G08,-0.08186787,-0.2558456,-0.20909776,-72901.97,2.406401712447405,2.798156856559217,-0.997379824053496,-63399.49328279027
2024-01-08,G09,0.6379334,-0.10903354,-0.27349144,9497.558,-1.1462556272745132,0.3522670064121485,3.4012544974684715,15321.30708407595
2024-01-08,G10,0.7634526,-0.64966434,-0.62039346,-8791.805,0.2335318317636847,-2.504567325115204,0.0240480564534664,12308.724057047915
2024-01-08,G11,-0.50848496,-0.031084895,0.4134229,-165733.67,-3.4082110319286585,-0.8834934718906879,2.968878136947751,-163632.79794671223
2024-01-08,G12,0.12461858,-0.19382367,0.23185132,-141017.75,-0.5912489779293537,-0.2731947908177972,0.2042061183601617,-115515.49082695562
2024-01-08,G13,0.62935257,-0.83140665,-0.3728737,168190.0,-2.435918305069208,-2.736158700659871,-4.109029778745025,164462.3113532125
2024-01-08,G14,-0.3092235,-0.6848513,0.6047222,93095.2,-1.069634672254324,-0.4797154925763607,0.2622226774692535,98128.82534277246
2024-01-08,G15,0.75498766,-0.42727253,0.66779566,72726.12,1.2137303538620472,1.9966135506983849,-1.4663586346432569,-19742.702054762594
2024-01-08,G16,0.68960994,-0.12720825,-0.024374709,-109558.945,4.168225878849626,0.6423180773854256,-3.2259563393890858,-92260.80888296898
2024-01-08,G17,-0.28044197,-0.6329722,0.93852323,210554.88,1.0706701740273274,-0.4989018924534321,-2.4411012083292007,195956.0805615235
2024-01-08,G18,0.18448016,-0.16985352,-0.18047182,-165494.02,-0.5044807931408286,-0.1386743225157261,3.409571811556816,-165706.40368629675
2024-01-08,G19,0.24568292,0.023386315,-0.21627058,123983.44,0.7849422115832567,1.722099345177412,-2.3823460899293423,160161.65656317957
2024-01-08,G20,-0.07482351,-0.8121044,0.43869296,109672.88,-3.042012454941869,-4.775935411453247,2.3024533167481422,104192.2372834218
2024-01-08,G21,-0.29672545,-0.22159836,0.31074145,51019.32,1.1407027319073677,1.790855921804905,-0.7833960317075253,216.68886634778764
2024-01-08,G23,-0.025883794,-0.43651924,0.28852344,41935.965,-0.5155050810426474,-4.6756554916501045,-2.4130714470520616,45300.01385000381
2024-01-08,G24,0.027061567,0.39782846,-0.1677709,-115564.12,0.1872723773121833,0.2289447435177862,0.1055102162063121,-164318.03287289132
2024-01-08,G25,0.339975,0.3733984,0.13155699,145750.14,3.7394834011793137,1.6043988168239594,0.5993869918165728,180355.43871293825
2024-01-08,G26,0.008074112,0.33313867,-0.097295314,77261.57,1.925465130247176,2.9552248138934374,-5.536747209727764,90589.9411631108
2024-01-08,G28,0.008068204,-0.5079658,-0.0019163864,-32110.986,0.5770973917096853,2.5023982748389244,2.002019088948145,-25000.09110929355
2024-01-08,G29,-0.6785154,0.24143456,-0.6412532,-197934.34,-3.5098661426454782,0.3140496565029025,-0.8567058257758617,-186804.90559977028
2024-01-08,G30,-1.0527219,0.16265723,0.2254378,-130486.23,-2.4010633169673383,-2.1659998781979084,-0.8424947578459978,-127989.94691759592
2024-01-08,G31,0.28048262,0.4065715,-0.80354214,-51914.47,-2.5589298624545336,-3.1642335020005703,3.073061380535364,-35771.41609885816
2024-01-08,G32,-0.08098008,0.6146643,0.35327554,-174867.22,3.739632679149509,-2.740203706547618,-1.213524300605059,-173590.6312963126
