loss,mae,mse,val_loss,val_mae,val_mse,learning_rate
0.7658479809761047,0.6484839916229248,0.7657002806663513,0.7254394888877869,0.6095823645591736,0.728272020816803,0.0002500000118743628
0.7654014825820923,0.6509899497032166,0.7706218361854553,0.7282248735427856,0.615305483341217,0.7284148335456848,0.0002500000118743628
0.7574188709259033,0.6459602117538452,0.7637363076210022,0.7209168672561646,0.6109307408332825,0.7285628914833069,0.0002500000118743628
0.754777729511261,0.646219789981842,0.7660229206085205,0.7197839021682739,0.612688422203064,0.7275745868682861,0.0002500000118743628
0.7511054873466492,0.6454012989997864,0.7621095180511475,0.7146583199501038,0.6103858947753906,0.7292137742042542,0.0002500000118743628
0.7469499707221985,0.6440708041191101,0.761343777179718,0.7128576636314392,0.6113672852516174,0.7289442420005798,0.0002500000118743628
0.7406830787658691,0.6405577063560486,0.7586818337440491,0.7073120474815369,0.6085609197616577,0.7301883101463318,0.0002500000118743628
0.7359474897384644,0.638509213924408,0.7551212310791016,0.7107333540916443,0.6146243810653687,0.7315274477005005,0.0002500000118743628
0.7336739301681519,0.6388860940933228,0.7599076628684998,0.7029789090156555,0.6094959378242493,0.7312649488449097,0.0002500000118743628
0.7298213243484497,0.6375976204872131,0.7556220889091492,0.7010687589645386,0.6101077198982239,0.7320109009742737,0.0002500000118743628
0.727360188961029,0.6376456618309021,0.7578839659690857,0.6947999596595764,0.6063427925109863,0.731987476348877,0.0002500000118743628
0.7230525016784668,0.6357875466346741,0.754452109336853,0.6981791257858276,0.6121334433555603,0.7350864410400391,0.0002500000118743628
0.719943106174469,0.635080099105835,0.7550983428955078,0.688942015171051,0.6052654981613159,0.727139949798584,0.0002500000118743628
0.7172978520393372,0.6347449421882629,0.7541943788528442,0.6879892945289612,0.6065747141838074,0.7297241687774658,0.0002500000118743628
0.7155239582061768,0.6352059841156006,0.7541796565055847,0.6835213899612427,0.6042943000793457,0.7277110815048218,0.0002500000118743628
0.7120709419250488,0.6338692903518677,0.752892792224884,0.6829357743263245,0.6057754755020142,0.7328391671180725,0.0002500000118743628
0.7063649892807007,0.6302210092544556,0.74953293800354,0.6776776909828186,0.6025498509407043,0.7296271324157715,0.0002500000118743628
0.7060226202011108,0.631860077381134,0.7500498294830322,0.6796042919158936,0.6064257025718689,0.7334403991699219,0.0002500000118743628
0.7045748233795166,0.6323128342628479,0.751976490020752,0.6783567070960999,0.6070224046707153,0.7310950756072998,0.0002500000118743628
0.7019660472869873,0.6315618753433228,0.7500095367431641,0.673620343208313,0.6041389107704163,0.7334204316139221,0.0002500000118743628
0.698997974395752,0.6303918957710266,0.7511126399040222,0.6784172654151917,0.6106899976730347,0.7334345579147339,0.0002500000118743628
0.6975859999656677,0.6306757926940918,0.7497278451919556,0.6691264510154724,0.6030651926994324,0.7317531108856201,0.0002500000118743628
0.6948540210723877,0.629582405090332,0.7490732073783875,0.6679286956787109,0.6034493446350098,0.731848955154419,0.0002500000118743628
0.689531147480011,0.6258174777030945,0.7454860210418701,0.6681065559387207,0.6051578521728516,0.7363389134407043,0.0002500000118743628
0.6910772323608398,0.6288743019104004,0.7480342984199524,0.6644927859306335,0.6030364632606506,0.7318217754364014,0.0002500000118743628
0.6848111748695374,0.6240804195404053,0.7434936165809631,0.6681532859802246,0.6081613898277283,0.7394943237304688,0.0002500000118743628
0.6866218447685242,0.6273170709609985,0.746372640132904,0.6601905822753906,0.6015921235084534,0.7317116856575012,0.0002500000118743628
0.684794008731842,0.6268469095230103,0.7480096220970154,0.6630513668060303,0.6057770252227783,0.7357247471809387,0.0002500000118743628
0.6819469928741455,0.625314474105835,0.7448132634162903,0.6582768559455872,0.6022881269454956,0.7343358397483826,0.0002500000118743628
0.6777104139328003,0.6223281621932983,0.7452421188354492,0.6608916521072388,0.6061267852783203,0.7343360781669617,0.0002500000118743628
0.6775193214416504,0.6233761310577393,0.7433037757873535,0.6553642749786377,0.6018235683441162,0.7318779826164246,0.0002500000118743628
0.6770098805427551,0.6240163445472717,0.7410408854484558,0.6550091505050659,0.6025681495666504,0.7346076369285583,0.0002500000118743628
0.6730813980102539,0.6207777261734009,0.7377724051475525,0.6535407304763794,0.6013767123222351,0.73365318775177,4.999999873689376e-05
0.6705570816993713,0.6185292601585388,0.7355124354362488,0.6529611945152283,0.6010788083076477,0.7331929802894592,4.999999873689376e-05
0.6692000031471252,0.6174530386924744,0.733945369720459,0.6538839936256409,0.6022734045982361,0.7348009943962097,4.999999873689376e-05
0.6704369187355042,0.6189581155776978,0.7355886697769165,0.6536102294921875,0.6022678017616272,0.7350106835365295,4.999999873689376e-05
0.6682114005088806,0.61700439453125,0.7344165444374084,0.6536542177200317,0.6025834083557129,0.7355058193206787,4.999999873689376e-05
0.6653535962104797,0.6144150495529175,0.7308632731437683,0.6526658535003662,0.6018627882003784,0.7351616621017456,4.999999873689376e-05
0.6655921936035156,0.614923894405365,0.7307378053665161,0.6519061326980591,0.6013701558113098,0.7358409762382507,4.999999873689376e-05
0.6658408641815186,0.6154386401176453,0.7302743792533875,0.6517974138259888,0.6015342473983765,0.735640823841095,4.999999873689376e-05
0.6646087765693665,0.6144734621047974,0.7322250604629517,0.6516811847686768,0.6016719341278076,0.7363423109054565,4.999999873689376e-05
0.6651646494865417,0.615283727645874,0.7331569790840149,0.6520043015480042,0.6022515296936035,0.7361831665039062,4.999999873689376e-05
0.6651061177253723,0.6154839396476746,0.7320192456245422,0.6524145603179932,0.60291987657547,0.7376538515090942,4.999999873689376e-05
0.6634922027587891,0.614128053188324,0.7324658632278442,0.6522103548049927,0.6029739379882812,0.7380456328392029,4.999999873689376e-05
0.662077784538269,0.6129642724990845,0.7295840978622437,0.6519498229026794,0.6029584407806396,0.7390153408050537,4.999999873689376e-05
0.6618619561195374,0.6129962801933289,0.7303152680397034,0.6511819362640381,0.602448046207428,0.7391616106033325,4.999999873689376e-05
0.6622617244720459,0.6136524081230164,0.7312856316566467,0.6509920954704285,0.6025022864341736,0.7383155226707458,4.999999873689376e-05
0.6622549295425415,0.6138885617256165,0.7294781804084778,0.6514948606491089,0.6032516360282898,0.7400808930397034,4.999999873689376e-05
0.6616318821907043,0.6135101914405823,0.7288254499435425,0.6506755948066711,0.6026705503463745,0.7391265034675598,4.999999873689376e-05
0.6601331233978271,0.6122450828552246,0.7302073240280151,0.6505908370018005,0.6028212308883667,0.7411178946495056,4.999999873689376e-05
0.6617013812065125,0.6140479445457458,0.7313910722732544,0.6501046419143677,0.6025658845901489,0.7406525611877441,4.999999873689376e-05
0.6617400050163269,0.6143176555633545,0.7324714660644531,0.6503878831863403,0.6030815839767456,0.7415207624435425,4.999999873689376e-05
0.6580809354782104,0.6108902096748352,0.727769672870636,0.6496678590774536,0.6025931239128113,0.7401696443557739,4.999999873689376e-05
0.6582664251327515,0.6113002896308899,0.728280246257782,0.6508907675743103,0.6040427684783936,0.7427151799201965,4.999999873689376e-05
0.6585027575492859,0.6117662787437439,0.7274943590164185,0.650759756565094,0.6041357517242432,0.7428151369094849,4.999999873689376e-05
0.6576591730117798,0.6111422777175903,0.7248750925064087,0.6500165462493896,0.6036071181297302,0.7426493763923645,4.999999873689376e-05
0.6587928533554077,0.6124882698059082,0.7305832505226135,0.6500862240791321,0.6038885712623596,0.7429552674293518,4.999999873689376e-05
0.6556984186172485,0.6096033453941345,0.7273348569869995,0.6503520011901855,0.6043660044670105,0.7426877617835999,4.999999873689376e-05
0.6577825546264648,0.6119012832641602,0.726555347442627,0.6494479179382324,0.6036761403083801,0.7422088980674744,4.999999873689376e-05
0.6574159264564514,0.6117516756057739,0.729449987411499,0.6494534611701965,0.6038988828659058,0.7433520555496216,4.999999873689376e-05
0.6565351486206055,0.6110774874687195,0.724755048751831,0.6489825248718262,0.6036250591278076,0.7410455346107483,4.999999873689376e-05
0.6573978662490845,0.6121406555175781,0.7282329201698303,0.6486039161682129,0.6034519672393799,0.7412461638450623,4.999999873689376e-05
0.6542328596115112,0.6091781854629517,0.7253103852272034,0.6473525762557983,0.6023979783058167,0.7424213886260986,4.999999873689376e-05
0.6556351780891418,0.6107785105705261,0.7261481881141663,0.6477935910224915,0.6030431389808655,0.7436736226081848,4.999999873689376e-05
0.6543444991111755,0.6096992492675781,0.725982666015625,0.6467562913894653,0.6022124886512756,0.7425475120544434,4.999999873689376e-05
0.652691125869751,0.6082455515861511,0.724753737449646,0.646513819694519,0.6021639704704285,0.7432098984718323,4.999999873689376e-05
0.6536800265312195,0.6094295382499695,0.7239982485771179,0.6469095945358276,0.6027607917785645,0.7441566586494446,4.999999873689376e-05
0.6545631885528564,0.610501766204834,0.7269099950790405,0.6463913917541504,0.6024298667907715,0.7437441349029541,4.999999873689376e-05
0.6544013023376465,0.61053466796875,0.726505696773529,0.6452186703681946,0.6014456152915955,0.7420306205749512,4.999999873689376e-05
0.6529455184936523,0.6092718839645386,0.7261236310005188,0.6468791961669922,0.6032998561859131,0.7440813779830933,4.999999873689376e-05
0.6522932052612305,0.6088091135025024,0.7244657874107361,0.6462416052818298,0.6028493046760559,0.7434316277503967,4.999999873689376e-05
0.6512970328330994,0.6079957485198975,0.7217531800270081,0.6466121673583984,0.6034062504768372,0.7446064949035645,4.999999873689376e-05
0.6512071490287781,0.6080924868583679,0.7235660552978516,0.6462757587432861,0.603256106376648,0.7463527321815491,4.999999873689376e-05
0.65067458152771,0.6077404618263245,0.7224769592285156,0.6456875205039978,0.6028422117233276,0.7441876530647278,4.999999873689376e-05
0.6520954370498657,0.609338104724884,0.7250264883041382,0.6467987298965454,0.6041296720504761,0.7459275126457214,4.999999873689376e-05
0.6503715515136719,0.6077926754951477,0.7236260175704956,0.6456390619277954,0.6031575798988342,0.745513379573822,2.499999936844688e-05
0.6504485607147217,0.6080544590950012,0.7230351567268372,0.6457894444465637,0.603479266166687,0.7459312677383423,4.999999873689376e-05
0.6483195424079895,0.6060929298400879,0.7185326814651489,0.6458644866943359,0.6037232875823975,0.7460522055625916,4.999999873689376e-05
0.6480349898338318,0.6059808731079102,0.721205472946167,0.6458362936973572,0.60387122631073,0.7447360157966614,4.999999873689376e-05
0.6491739749908447,0.607290506362915,0.7237356901168823,0.6444145441055298,0.6026143431663513,0.7444335222244263,4.999999873689376e-05
0.6500047445297241,0.6082921624183655,0.7231048345565796,0.643974244594574,0.6023513078689575,0.7439652681350708,4.999999873689376e-05
0.6485026478767395,0.6069594621658325,0.7246765494346619,0.6438999176025391,0.6024432182312012,0.7455981969833374,4.999999873689376e-05
0.6472269296646118,0.6057783961296082,0.7191745042800903,0.6441279649734497,0.6026883721351624,0.7457045912742615,4.999999873689376e-06
0.6473707556724548,0.6059398055076599,0.7188953161239624,0.6437317728996277,0.6023093461990356,0.7447795867919922,4.999999873689376e-06
0.6471045017242432,0.6056909561157227,0.7191763520240784,0.6442455649375916,0.602840781211853,0.7455254793167114,4.999999873689376e-06
0.6476516127586365,0.6062546968460083,0.7222948670387268,0.6445751190185547,0.603187084197998,0.7462430000305176,4.999999873689376e-06
0.6473984122276306,0.6060190796852112,0.7207285165786743,0.6446825861930847,0.603312075138092,0.7468634247779846,4.999999873689376e-06
0.6481859087944031,0.6068239212036133,0.7230975031852722,0.6445544958114624,0.6032015681266785,0.7458472847938538,4.999999873689376e-06
0.6491363048553467,0.6077923774719238,0.722640872001648,0.6447978019714355,0.603463888168335,0.7466198801994324,4.999999873689376e-06
0.6459448933601379,0.6046195030212402,0.7186233997344971,0.6440134644508362,0.6026971340179443,0.7451786994934082,4.999999873689376e-06
0.645279049873352,0.6039714813232422,0.7173061370849609,0.6442912817001343,0.6029921770095825,0.7459597587585449,2.499999936844688e-06
0.6438136696815491,0.6025233268737793,0.7151937484741211,0.6442168951034546,0.6029362082481384,0.7457953691482544,4.999999873689376e-06
0.6470217108726501,0.6057493686676025,0.7206135392189026,0.6445576548576355,0.6032942533493042,0.746439516544342,4.999999873689376e-06
0.6467811465263367,0.60552579164505,0.7218036651611328,0.644752562046051,0.6035062074661255,0.7466906905174255,4.999999873689376e-06
0.6486759185791016,0.6074389219284058,0.7244982719421387,0.6440044641494751,0.602776288986206,0.7449833750724792,4.999999873689376e-06
0.6470433473587036,0.6058239340782166,0.7211585640907288,0.6443387269973755,0.60312819480896,0.7458339333534241,4.999999873689376e-06
0.6455152630805969,0.6043134927749634,0.7187756299972534,0.6442058086395264,0.6030125021934509,0.7457718253135681,4.999999873689376e-06
0.6438922882080078,0.6027072072029114,0.7169177532196045,0.6445486545562744,0.6033724546432495,0.7465941309928894,2.499999936844688e-06
0.6481180787086487,0.6069504022598267,0.719321608543396,0.6442160606384277,0.6030564308166504,0.7463680505752563,4.999999873689376e-06
0.646419882774353,0.6052690148353577,0.7205532789230347,0.6443142294883728,0.6031725406646729,0.7458736300468445,4.999999873689376e-06
0.6472602486610413,0.6061272621154785,0.7203258872032166,0.6439964175224304,0.6028724908828735,0.7456634640693665,4.999999873689376e-06
0.6459002494812012,0.6047849655151367,0.719520628452301,0.6442165970802307,0.6031104326248169,0.7463309168815613,4.999999873689376e-06
0.6456688046455383,0.6045711636543274,0.7192042469978333,0.6441028714179993,0.6030135154724121,0.7458570003509521,4.999999873689376e-06
0.64676833152771,0.6056877970695496,0.7194499373435974,0.64383864402771,0.6027669310569763,0.7455735206604004,4.999999873689376e-06
